Query id	Subject id
mycobacterium_bovis_bcg_Contig_1.1	KF841475.1
mycobacterium_bovis_bcg_Contig_1.1	KF841476.1
mycobacterium_bovis_bcg_Contig_1.1	KF841476.1
mycobacterium_bovis_bcg_Contig_1.1	KF959563.1
mycobacterium_bovis_bcg_Contig_1.1	KF959563.1
mycobacterium_bovis_bcg_Contig_1.1	KJ959632.1
mycobacterium_bovis_bcg_Contig_1.1	KJ959632.1
mycobacterium_bovis_bcg_Contig_1.1	KM101119.1
mycobacterium_bovis_bcg_Contig_1.1	KM101119.1
mycobacterium_bovis_bcg_Contig_1.1	KM197169.1
mycobacterium_bovis_bcg_Contig_1.1	KM197169.1
mycobacterium_bovis_bcg_Contig_1.1	KM233454.1
mycobacterium_bovis_bcg_Contig_1.1	KM233454.1
mycobacterium_bovis_bcg_Contig_1.1	KM591906.2
mycobacterium_bovis_bcg_Contig_1.1	KM591906.2
mycobacterium_bovis_bcg_Contig_1.1	KM677210.1
mycobacterium_bovis_bcg_Contig_1.1	KM677210.1
mycobacterium_bovis_bcg_Contig_1.1	KP027202.1
mycobacterium_bovis_bcg_Contig_1.1	KP027202.1
mycobacterium_bovis_bcg_Contig_1.1	KU578077.1
mycobacterium_bovis_bcg_Contig_1.1	KU578077.1
mycobacterium_bovis_bcg_Contig_1.1	KU984914.1
mycobacterium_bovis_bcg_Contig_1.1	KU984914.1
mycobacterium_bovis_bcg_Contig_1.1	KU985091.1
mycobacterium_bovis_bcg_Contig_1.1	KU985091.1
mycobacterium_bovis_bcg_Contig_1.1	KU985093.1
mycobacterium_bovis_bcg_Contig_1.1	KU985093.1
mycobacterium_bovis_bcg_Contig_1.1	KU985095.1
mycobacterium_bovis_bcg_Contig_1.1	KU985095.1
mycobacterium_bovis_bcg_Contig_1.1	KX458237.1
mycobacterium_bovis_bcg_Contig_1.1	KX458237.1
mycobacterium_bovis_bcg_Contig_1.1	KX507362.1
mycobacterium_bovis_bcg_Contig_1.1	KX507362.1
mycobacterium_bovis_bcg_Contig_1.1	NC_011023.1
mycobacterium_bovis_bcg_Contig_1.1	NC_011023.1
mycobacterium_bovis_bcg_Contig_1.1	NC_021535.1
mycobacterium_bovis_bcg_Contig_1.1	NC_021535.1
mycobacterium_bovis_bcg_Contig_1.1	NC_023562.1
mycobacterium_bovis_bcg_Contig_1.1	NC_023562.1
mycobacterium_bovis_bcg_Contig_1.1	NC_023577.1
mycobacterium_bovis_bcg_Contig_1.1	NC_023577.1
mycobacterium_bovis_bcg_Contig_1.1	NC_023707.1
mycobacterium_bovis_bcg_Contig_1.1	NC_023707.1
mycobacterium_bovis_bcg_Contig_1.1	NC_023731.1
mycobacterium_bovis_bcg_Contig_1.1	NC_023731.1
mycobacterium_bovis_bcg_Contig_1.1	NC_024141.1
mycobacterium_bovis_bcg_Contig_1.1	NC_024141.1
mycobacterium_bovis_bcg_Contig_1.1	NC_024148.1
mycobacterium_bovis_bcg_Contig_1.1	NC_024148.1
mycobacterium_bovis_bcg_Contig_1.1	NC_028757.1
mycobacterium_bovis_bcg_Contig_1.1	NC_028757.1
mycobacterium_bovis_bcg_Contig_1.1	NC_028794.1
mycobacterium_bovis_bcg_Contig_1.1	NC_028794.1
mycobacterium_bovis_bcg_Contig_1.1	NC_028798.1
mycobacterium_bovis_bcg_Contig_1.1	NC_028798.1
mycobacterium_bovis_bcg_Contig_1.1	NC_028852.1
mycobacterium_bovis_bcg_Contig_1.1	NC_028852.1
mycobacterium_bovis_bcg_Contig_1.1	NC_028877.1
mycobacterium_bovis_bcg_Contig_1.1	NC_028877.1
mycobacterium_bovis_bcg_Contig_1.1	NC_029018.2
mycobacterium_bovis_bcg_Contig_1.1	NC_029018.2
mycobacterium_bovis_bcg_Contig_1.1	NC_029043.2
mycobacterium_bovis_bcg_Contig_1.1	NC_029043.2
mycobacterium_bovis_bcg_Contig_1.1	NC_031263.1
mycobacterium_bovis_bcg_Contig_1.1	NC_031263.1
mycobacterium_marinum_Contig_1.1	NC_004689.1
mycobacterium_marinum_Contig_1.1	NC_004689.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	FJ168659.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	FJ168659.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	HM152765.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	HM152765.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	KT347313.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	KT347313.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	KU985090.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	KU985090.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_011291.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_011291.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_021302.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_021302.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_021318.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_021318.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_021338.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_021338.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_023552.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_023552.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_023602.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_023602.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_023692.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_023692.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_023692.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_023692.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_023697.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_023697.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_026605.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_026605.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_028747.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_028747.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_031261.1
mycobacterium_smegmatis_mc2_155_Contig_1.1	NC_031261.1
mycobacterium_sp._jls_Contig_1.null	NC_004684.1
mycobacterium_sp._jls_Contig_1.null	NC_004684.1
mycobacterium_sp._jls_Contig_1.null	NC_008204.1
mycobacterium_sp._jls_Contig_1.null	NC_008204.1
mycobacterium_sp._jls_Contig_1.null	NC_011273.1
mycobacterium_sp._jls_Contig_1.null	NC_011273.1
mycobacterium_tuberculosis_cdc1551_null	HM152766.1
mycobacterium_tuberculosis_cdc1551_null	HM152766.1
mycobacterium_tuberculosis_cdc1551_null	JF704114.1
mycobacterium_tuberculosis_cdc1551_null	JF704114.1
mycobacterium_tuberculosis_cdc1551_null	JN699015.1
mycobacterium_tuberculosis_cdc1551_null	JN699015.1
mycobacterium_tuberculosis_cdc1551_null	KF024733.1
mycobacterium_tuberculosis_cdc1551_null	KF024733.1
mycobacterium_tuberculosis_cdc1551_null	KF279418.2
mycobacterium_tuberculosis_cdc1551_null	KF279418.2
mycobacterium_tuberculosis_cdc1551_null	KF841475.1
mycobacterium_tuberculosis_cdc1551_null	KF841475.1
mycobacterium_tuberculosis_cdc1551_null	KF841476.1
mycobacterium_tuberculosis_cdc1551_null	KF841476.1
mycobacterium_tuberculosis_cdc1551_null	KF959563.1
mycobacterium_tuberculosis_cdc1551_null	KF959563.1
mycobacterium_tuberculosis_cdc1551_null	KJ959632.1
mycobacterium_tuberculosis_cdc1551_null	KJ959632.1
mycobacterium_tuberculosis_cdc1551_null	KM101119.1
mycobacterium_tuberculosis_cdc1551_null	KM101119.1
mycobacterium_tuberculosis_cdc1551_null	KM197169.1
mycobacterium_tuberculosis_cdc1551_null	KM197169.1
mycobacterium_tuberculosis_cdc1551_null	KM233454.1
mycobacterium_tuberculosis_cdc1551_null	KM233454.1
mycobacterium_tuberculosis_cdc1551_null	KM591906.2
mycobacterium_tuberculosis_cdc1551_null	KM591906.2
mycobacterium_tuberculosis_cdc1551_null	KM677210.1
mycobacterium_tuberculosis_cdc1551_null	KM677210.1
mycobacterium_tuberculosis_cdc1551_null	KP027202.1
mycobacterium_tuberculosis_cdc1551_null	KP027202.1
mycobacterium_tuberculosis_cdc1551_null	KU578077.1
mycobacterium_tuberculosis_cdc1551_null	KU578077.1
mycobacterium_tuberculosis_cdc1551_null	KU984914.1
mycobacterium_tuberculosis_cdc1551_null	KU984914.1
mycobacterium_tuberculosis_cdc1551_null	KU985091.1
mycobacterium_tuberculosis_cdc1551_null	KU985091.1
mycobacterium_tuberculosis_cdc1551_null	KU985093.1
mycobacterium_tuberculosis_cdc1551_null	KU985093.1
mycobacterium_tuberculosis_cdc1551_null	KU985095.1
mycobacterium_tuberculosis_cdc1551_null	KU985095.1
mycobacterium_tuberculosis_cdc1551_null	KX458237.1
mycobacterium_tuberculosis_cdc1551_null	KX458237.1
mycobacterium_tuberculosis_cdc1551_null	KX507362.1
mycobacterium_tuberculosis_cdc1551_null	KX507362.1
mycobacterium_tuberculosis_cdc1551_null	NC_011023.1
mycobacterium_tuberculosis_cdc1551_null	NC_011023.1
mycobacterium_tuberculosis_cdc1551_null	NC_021535.1
mycobacterium_tuberculosis_cdc1551_null	NC_021535.1
mycobacterium_tuberculosis_cdc1551_null	NC_023562.1
mycobacterium_tuberculosis_cdc1551_null	NC_023562.1
mycobacterium_tuberculosis_cdc1551_null	NC_023577.1
mycobacterium_tuberculosis_cdc1551_null	NC_023577.1
mycobacterium_tuberculosis_cdc1551_null	NC_023707.1
mycobacterium_tuberculosis_cdc1551_null	NC_023707.1
mycobacterium_tuberculosis_cdc1551_null	NC_023731.1
mycobacterium_tuberculosis_cdc1551_null	NC_023731.1
mycobacterium_tuberculosis_cdc1551_null	NC_024141.1
mycobacterium_tuberculosis_cdc1551_null	NC_024141.1
mycobacterium_tuberculosis_cdc1551_null	NC_024148.1
mycobacterium_tuberculosis_cdc1551_null	NC_024148.1
mycobacterium_tuberculosis_cdc1551_null	NC_028757.1
mycobacterium_tuberculosis_cdc1551_null	NC_028757.1
mycobacterium_tuberculosis_cdc1551_null	NC_028794.1
mycobacterium_tuberculosis_cdc1551_null	NC_028794.1
mycobacterium_tuberculosis_cdc1551_null	NC_028798.1
mycobacterium_tuberculosis_cdc1551_null	NC_028798.1
mycobacterium_tuberculosis_cdc1551_null	NC_028852.1
mycobacterium_tuberculosis_cdc1551_null	NC_028852.1
mycobacterium_tuberculosis_cdc1551_null	NC_028877.1
mycobacterium_tuberculosis_cdc1551_null	NC_028877.1
mycobacterium_tuberculosis_cdc1551_null	NC_029018.2
mycobacterium_tuberculosis_cdc1551_null	NC_029018.2
mycobacterium_tuberculosis_cdc1551_null	NC_029043.2
mycobacterium_tuberculosis_cdc1551_null	NC_029043.2
mycobacterium_tuberculosis_cdc1551_null	NC_031263.1
mycobacterium_tuberculosis_cdc1551_null	NC_031263.1
mycobacterium_tuberculosis_f11_AAIX02000001	HM152766.1
mycobacterium_tuberculosis_f11_AAIX02000001	HM152766.1
mycobacterium_tuberculosis_f11_AAIX02000001	JF704114.1
mycobacterium_tuberculosis_f11_AAIX02000001	JF704114.1
mycobacterium_tuberculosis_f11_AAIX02000001	JN699015.1
mycobacterium_tuberculosis_f11_AAIX02000001	JN699015.1
mycobacterium_tuberculosis_f11_AAIX02000001	KF024733.1
mycobacterium_tuberculosis_f11_AAIX02000001	KF024733.1
mycobacterium_tuberculosis_f11_AAIX02000001	KF279418.2
mycobacterium_tuberculosis_f11_AAIX02000001	KF279418.2
mycobacterium_tuberculosis_f11_AAIX02000001	KF841475.1
mycobacterium_tuberculosis_f11_AAIX02000001	KF841475.1
mycobacterium_tuberculosis_f11_AAIX02000001	KF841476.1
mycobacterium_tuberculosis_f11_AAIX02000001	KF841476.1
mycobacterium_tuberculosis_f11_AAIX02000001	KF959563.1
mycobacterium_tuberculosis_f11_AAIX02000001	KF959563.1
mycobacterium_tuberculosis_f11_AAIX02000001	KJ959632.1
mycobacterium_tuberculosis_f11_AAIX02000001	KJ959632.1
mycobacterium_tuberculosis_f11_AAIX02000001	KM101119.1
mycobacterium_tuberculosis_f11_AAIX02000001	KM101119.1
mycobacterium_tuberculosis_f11_AAIX02000001	KM197169.1
mycobacterium_tuberculosis_f11_AAIX02000001	KM197169.1
mycobacterium_tuberculosis_f11_AAIX02000001	KM233454.1
mycobacterium_tuberculosis_f11_AAIX02000001	KM233454.1
mycobacterium_tuberculosis_f11_AAIX02000001	KM591906.2
mycobacterium_tuberculosis_f11_AAIX02000001	KM591906.2
mycobacterium_tuberculosis_f11_AAIX02000001	KM677210.1
mycobacterium_tuberculosis_f11_AAIX02000001	KM677210.1
mycobacterium_tuberculosis_f11_AAIX02000001	KP027202.1
mycobacterium_tuberculosis_f11_AAIX02000001	KP027202.1
mycobacterium_tuberculosis_f11_AAIX02000001	KU578077.1
mycobacterium_tuberculosis_f11_AAIX02000001	KU578077.1
mycobacterium_tuberculosis_f11_AAIX02000001	KU984914.1
mycobacterium_tuberculosis_f11_AAIX02000001	KU984914.1
mycobacterium_tuberculosis_f11_AAIX02000001	KU985091.1
mycobacterium_tuberculosis_f11_AAIX02000001	KU985091.1
mycobacterium_tuberculosis_f11_AAIX02000001	KU985093.1
mycobacterium_tuberculosis_f11_AAIX02000001	KU985093.1
mycobacterium_tuberculosis_f11_AAIX02000001	KU985095.1
mycobacterium_tuberculosis_f11_AAIX02000001	KU985095.1
mycobacterium_tuberculosis_f11_AAIX02000001	KX458237.1
mycobacterium_tuberculosis_f11_AAIX02000001	KX458237.1
mycobacterium_tuberculosis_f11_AAIX02000001	KX507362.1
mycobacterium_tuberculosis_f11_AAIX02000001	KX507362.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_011023.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_011023.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_021535.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_021535.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_023562.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_023562.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_023577.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_023577.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_023707.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_023707.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_023731.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_023731.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_024141.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_024141.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_024148.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_024148.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_028757.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_028757.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_028794.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_028794.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_028798.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_028798.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_028852.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_028852.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_028877.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_028877.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_029018.2
mycobacterium_tuberculosis_f11_AAIX02000001	NC_029018.2
mycobacterium_tuberculosis_f11_AAIX02000001	NC_029043.2
mycobacterium_tuberculosis_f11_AAIX02000001	NC_029043.2
mycobacterium_tuberculosis_f11_AAIX02000001	NC_031263.1
mycobacterium_tuberculosis_f11_AAIX02000001	NC_031263.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	HM152766.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	HM152766.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	JF704114.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	JF704114.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	JN699015.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	JN699015.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KF024733.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KF024733.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KF279418.2
mycobacterium_tuberculosis_h37ra_Contig_1.1	KF279418.2
mycobacterium_tuberculosis_h37ra_Contig_1.1	KF841475.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KF841475.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KF841476.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KF841476.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KF959563.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KF959563.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KJ959632.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KJ959632.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KM101119.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KM101119.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KM197169.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KM197169.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KM233454.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KM233454.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KM591906.2
mycobacterium_tuberculosis_h37ra_Contig_1.1	KM591906.2
mycobacterium_tuberculosis_h37ra_Contig_1.1	KM677210.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KM677210.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KP027202.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KP027202.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KU578077.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KU578077.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KU984914.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KU984914.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KU985091.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KU985091.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KU985093.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KU985093.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KU985095.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KU985095.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KX458237.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KX458237.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KX507362.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	KX507362.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_011023.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_011023.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_021535.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_021535.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_023562.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_023562.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_023577.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_023577.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_023707.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_023707.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_023731.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_023731.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_024141.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_024141.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_024148.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_024148.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_028757.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_028757.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_028794.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_028794.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_028798.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_028798.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_028852.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_028852.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_028877.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_028877.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_029018.2
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_029018.2
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_029043.2
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_029043.2
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_031263.1
mycobacterium_tuberculosis_h37ra_Contig_1.1	NC_031263.1
mycobacterium_ulcerans_agy99_Contig_1.1	NC_004689.1
mycobacterium_ulcerans_agy99_Contig_1.1	NC_004689.1
NC_000962.3	HM152766.1
NC_000962.3	JF704114.1
NC_000962.3	JN699015.1
NC_000962.3	KF024733.1
NC_000962.3	KF279418.2
NC_000962.3	KF841475.1
NC_000962.3	KF841476.1
NC_000962.3	KF959563.1
NC_000962.3	KJ959632.1
NC_000962.3	KM101119.1
NC_000962.3	KM197169.1
NC_000962.3	KM233454.1
NC_000962.3	KM591906.2
NC_000962.3	KM677210.1
NC_000962.3	KP027202.1
NC_000962.3	KU578077.1
NC_000962.3	KU984914.1
NC_000962.3	KU985091.1
NC_000962.3	KU985093.1
NC_000962.3	KU985095.1
NC_000962.3	KX458237.1
NC_000962.3	KX507362.1
NC_000962.3	NC_011023.1
NC_000962.3	NC_021535.1
NC_000962.3	NC_023562.1
NC_000962.3	NC_023577.1
NC_000962.3	NC_023707.1
NC_000962.3	NC_023731.1
NC_000962.3	NC_024141.1
NC_000962.3	NC_024148.1
NC_000962.3	NC_028757.1
NC_000962.3	NC_028794.1
NC_000962.3	NC_028798.1
NC_000962.3	NC_028852.1
NC_000962.3	NC_028877.1
NC_000962.3	NC_029018.2
NC_000962.3	NC_029043.2
NC_000962.3	NC_031263.1
NC_010397.1	KF841476.1
NC_010397.1	NC_023707.1
NC_018612.1	NC_021307.1
NC_018612.1	NC_021318.1
NC_018612.1	NC_021338.1
NC_018612.1	NC_023609.1
NC_018612.1	NC_026591.1
NC_020133.1	NC_004689.1
NZ_AP018164.1	NC_021318.1
NZ_AP018164.1	NC_021338.1
NZ_AP018165.1	KF841476.1
NZ_AP018165.1	KM652553.1
NZ_AP018165.1	KR824843.1
NZ_AP018165.1	KT281795.1
NZ_AP018165.1	KU865302.1
NZ_AP018165.1	NC_011288.1
NZ_AP018165.1	NC_023580.1
NZ_AP018165.1	NC_023699.1
NZ_AP018165.1	NC_023707.1
NZ_AP018165.1	NC_026604.1
NZ_AP018165.1	NC_028842.1
NZ_AP018165.1	NC_028842.1
NZ_AP018165.1	NC_028910.1
NZ_AP018165.1	NC_028937.1
NZ_AP018165.1	NC_031262.1
NZ_CP014475.1	HM152766.1
NZ_CP014475.1	JF704114.1
NZ_CP014475.1	JN699015.1
NZ_CP014475.1	KF024733.1
NZ_CP014475.1	KF279418.2
NZ_CP014475.1	KF841475.1
NZ_CP014475.1	KF959563.1
NZ_CP014475.1	KJ959632.1
NZ_CP014475.1	KM101119.1
NZ_CP014475.1	KM197169.1
NZ_CP014475.1	KM233454.1
NZ_CP014475.1	KM591906.2
NZ_CP014475.1	KM677210.1
NZ_CP014475.1	KP027202.1
NZ_CP014475.1	KU578077.1
NZ_CP014475.1	KU984914.1
NZ_CP014475.1	KU985091.1
NZ_CP014475.1	KU985093.1
NZ_CP014475.1	KU985095.1
NZ_CP014475.1	KX458237.1
NZ_CP014475.1	KX507362.1
NZ_CP014475.1	NC_011023.1
NZ_CP014475.1	NC_021535.1
NZ_CP014475.1	NC_023562.1
NZ_CP014475.1	NC_023577.1
NZ_CP014475.1	NC_023731.1
NZ_CP014475.1	NC_024141.1
NZ_CP014475.1	NC_024148.1
NZ_CP014475.1	NC_028757.1
NZ_CP014475.1	NC_028794.1
NZ_CP014475.1	NC_028798.1
NZ_CP014475.1	NC_028852.1
NZ_CP014475.1	NC_028877.1
NZ_CP014475.1	NC_029018.2
NZ_CP014475.1	NC_029043.2
NZ_CP014475.1	NC_031263.1
NZ_CP015495.1	NC_021318.1
NZ_CP015495.1	NC_021338.1
CH482373.1	KU568494.1
CH482373.1	NC_017973.1
CH482373.1	NC_031279.1
CP001664.1	KU568494.1
CP001664.1	NC_017973.1
CP001664.1	NC_031279.1
CP010333.1	KU568494.1
CP010333.1	NC_017973.1
CP010333.1	NC_031279.1
CP015773.2	KU568494.1
CP015773.2	NC_017973.1
CP015773.2	NC_031279.1
mycobacterium_africanum_gm041182_Contig_1.1	KU568494.1
mycobacterium_africanum_gm041182_Contig_1.1	KU568494.1
mycobacterium_africanum_gm041182_Contig_1.1	NC_017973.1
mycobacterium_africanum_gm041182_Contig_1.1	NC_017973.1
mycobacterium_africanum_gm041182_Contig_1.1	NC_031279.1
mycobacterium_africanum_gm041182_Contig_1.1	NC_031279.1
mycobacterium_bovis_bcg_Contig_1.1	KU568494.1
mycobacterium_bovis_bcg_Contig_1.1	KU568494.1
mycobacterium_bovis_bcg_Contig_1.1	NC_017973.1
mycobacterium_bovis_bcg_Contig_1.1	NC_017973.1
mycobacterium_bovis_bcg_Contig_1.1	NC_031279.1
mycobacterium_bovis_bcg_Contig_1.1	NC_031279.1
mycobacterium_leprae_tn_Contig_1.1	FJ168659.1
mycobacterium_leprae_tn_Contig_1.1	FJ168659.1
mycobacterium_leprae_tn_Contig_1.1	HM152765.1
mycobacterium_leprae_tn_Contig_1.1	HM152765.1
mycobacterium_leprae_tn_Contig_1.1	KT347313.1
mycobacterium_leprae_tn_Contig_1.1	KT347313.1
mycobacterium_leprae_tn_Contig_1.1	KU985090.1
mycobacterium_leprae_tn_Contig_1.1	KU985090.1
mycobacterium_leprae_tn_Contig_1.1	NC_011291.1
mycobacterium_leprae_tn_Contig_1.1	NC_011291.1
mycobacterium_leprae_tn_Contig_1.1	NC_021302.1
mycobacterium_leprae_tn_Contig_1.1	NC_021302.1
mycobacterium_leprae_tn_Contig_1.1	NC_023552.1
mycobacterium_leprae_tn_Contig_1.1	NC_023552.1
mycobacterium_leprae_tn_Contig_1.1	NC_023692.1
mycobacterium_leprae_tn_Contig_1.1	NC_023692.1
mycobacterium_leprae_tn_Contig_1.1	NC_023692.1
mycobacterium_leprae_tn_Contig_1.1	NC_023692.1
mycobacterium_leprae_tn_Contig_1.1	NC_023697.1
mycobacterium_leprae_tn_Contig_1.1	NC_023697.1
mycobacterium_leprae_tn_Contig_1.1	NC_026605.1
mycobacterium_leprae_tn_Contig_1.1	NC_026605.1
mycobacterium_leprae_tn_Contig_1.1	NC_028747.1
mycobacterium_leprae_tn_Contig_1.1	NC_028747.1
mycobacterium_leprae_tn_Contig_1.1	NC_031261.1
mycobacterium_leprae_tn_Contig_1.1	NC_031261.1
mycobacterium_marinum_Contig_1.1	NC_021318.1
mycobacterium_marinum_Contig_1.1	NC_021318.1
mycobacterium_marinum_Contig_1.1	NC_021338.1
mycobacterium_marinum_Contig_1.1	NC_021338.1
mycobacterium_sp._jls_Contig_1.null	NC_021318.1
mycobacterium_sp._jls_Contig_1.null	NC_021318.1
mycobacterium_sp._jls_Contig_1.null	NC_021338.1
